time  (s)	size (kb)	%mem	%cpu
17869	13517864	1.6	94.9
17929	13517864	1.6	94.8
17989	13517988	1.6	94.8
18050	13517988	1.6	94.9
18110	13517988	1.6	94.9
18171	13517988	1.6	94.9
18231	13517988	1.6	94.9
18291	13517988	1.6	94.9
18352	13517988	1.6	94.9
18412	13517988	1.6	94.9
18472	13520060	1.6	95
18533	13520060	1.6	94.9
18593	13520060	1.6	94.9
18653	13520060	1.6	94.8
18713	13520060	1.6	94.8
18773	13520060	1.6	94.9
18833	13520060	1.6	94.9
18893	13520060	1.6	94.9
18953	13520060	1.6	94.8
19013	13520060	1.6	94.9
19073	13520060	1.6	94.9
19134	13520060	1.6	94.9
19194	13520060	1.6	94.9
19254	13520060	1.6	94.9
19314	13520060	1.6	94.9
19374	13520060	1.6	94.9
19434	13520060	1.6	94.9
19494	13520060	1.6	94.9
19554	13520060	1.6	95
19614	13520060	1.6	95
19674	13520060	1.6	95
19734	13520060	1.6	95
19794	13520060	1.6	95
19854	13520060	1.6	95
19914	13520060	1.6	95
19975	13520060	1.6	95.1
20035	13520060	1.6	95.1
20095	13520060	1.6	95.1
20155	13520060	1.6	95.1
20215	13520060	1.6	95.1
20275	13520060	1.6	95.1
20335	13520060	1.6	95.1
20395	13520060	1.6	95.1
20455	13520060	1.6	95.2
20515	13520060	1.6	95.2
20575	13520060	1.6	95.2
20635	13520060	1.6	95.2
20695	13520060	1.6	95.2
20756	13520060	1.6	95.2
20816	13520060	1.6	95.2
20876	13520060	1.6	95.3
20936	13520060	1.6	95.3
20996	13520060	1.6	95.3
21056	13520060	1.6	95.3
21116	13520060	1.6	95.3
21176	13520060	1.6	95.3
21236	13520060	1.6	95.3
21296	13520060	1.6	95.3
21356	13520060	1.6	95.3
21416	13520060	1.6	95.4
21476	13520060	1.6	95.4
21537	13520060	1.6	95.4
21597	13520060	1.6	95.4
21657	13520060	1.6	95.4
21718	13526300	1.6	95.4
21778	13526300	1.6	95.4
21838	13526300	1.6	95.3
21898	13526300	1.6	95.3
21958	13526300	1.6	95.3
22018	13526300	1.6	95.3
22078	13526300	1.6	95.3
22138	13526300	1.6	95.3
22198	13526300	1.6	95.2
22259	13526300	1.6	95.2
22319	13526300	1.6	95.2
22379	13526300	1.6	95.2
22439	13526300	1.6	95.2
22500	13526300	1.6	95.2
22560	13526300	1.6	95.2
22621	13526300	1.6	95.3
22681	13526300	1.6	95.3
22741	13526300	1.6	95.3
22802	13526300	1.6	95.3
22862	13526300	1.6	95.3
22922	13526300	1.6	95.3
22983	13526300	1.6	95.3
23043	13526300	1.6	95.3
23104	13526300	1.6	95.3
23164	13526300	1.6	95.3
23224	13526300	1.6	95.4
23285	13526300	1.6	95.4
23345	13526300	1.6	95.4
23405	13526300	1.6	95.4
23466	13526300	1.6	95.4
23526	13526404	1.6	95.4
23587	13526404	1.6	95.4
23647	13526404	1.6	95.4
23708	13526404	1.6	95.4
23768	13526404	1.6	95.4
23828	13526404	1.6	95.4
23889	13526404	1.6	95.4
23949	13526404	1.6	95.4
24009	13526404	1.6	95.5
24070	13541364	1.6	95.5
24130	13541364	1.6	95.4
24190	13541364	1.6	95.4
24250	13541364	1.6	95.3
24310	13541364	1.6	95.3
24370	13541364	1.6	95.3
24430	13541364	1.6	95.4
24490	13541364	1.6	95.3
24550	13541364	1.6	95.3
24610	13541364	1.6	95.3
24670	13541364	1.6	95.3
24730	13541364	1.6	95.3
24790	13541364	1.6	95.4
24850	13541364	1.6	95.4
24911	13541364	1.6	95.4
24971	13541364	1.6	95.4
25031	13541364	1.6	95.4
25091	13541364	1.6	95.4
25151	13541364	1.6	95.4
25211	13541364	1.6	95.4
25271	13541364	1.6	95.4
25331	13541364	1.6	95.4
25391	13541364	1.6	95.4
25451	13541364	1.6	95.5
25511	13541364	1.6	95.5
25571	13541364	1.6	95.5
25631	13541364	1.6	95.5
25691	13541364	1.6	95.5
25752	13541364	1.6	95.5
25812	13541364	1.6	95.5
25872	13541364	1.6	95.5
25932	13541364	1.6	95.5
25992	13541364	1.6	95.5
26052	13541364	1.6	95.5
26112	13541364	1.6	95.6
26172	13541364	1.6	95.6
26232	13541364	1.6	95.6
26292	13541364	1.6	95.6
26352	13541364	1.6	95.6
26412	13541364	1.6	95.6
26472	13541364	1.6	95.6
26532	13541364	1.6	95.6
26593	13541364	1.6	95.6
26653	13541364	1.6	95.6
26713	13541364	1.6	95.6
26773	13541364	1.6	95.7
26833	13541364	1.6	95.7
26893	13541364	1.6	95.7
26953	13541364	1.6	95.7
27013	13541364	1.6	95.7
27073	13541364	1.6	95.7
27133	13541364	1.6	95.7
27194	13541364	1.6	95.7
27254	13541364	1.6	95.7
27314	13546044	1.6	95.7
27374	13546044	1.6	95.7
27435	13546044	1.6	95.7
27495	13546044	1.6	95.7
27555	13546044	1.6	95.6
27615	13546044	1.6	95.6
27675	13546044	1.6	95.6
27735	13546044	1.6	95.6
27795	13546044	1.6	95.6
27855	13546044	1.6	95.6
27916	13546044	1.6	95.6
27976	13546044	1.6	95.6
28037	13546044	1.6	95.6
28097	13546044	1.6	95.6
28158	13546044	1.6	95.6
28218	13546044	1.6	95.6
28278	13546044	1.6	95.6
28339	13546044	1.6	95.7
28399	13546044	1.6	95.7
28459	13546044	1.6	95.7
28520	13546044	1.6	95.7
28580	13546044	1.6	95.7
28641	13546044	1.6	95.7
28701	13546044	1.6	95.7
28761	13546044	1.6	95.7
28822	13546044	1.6	95.7
28882	13546044	1.6	95.7
28942	13546044	1.6	95.7
29003	13551948	1.6	95.7
29063	13560628	1.6	95.7
29124	13560628	1.6	95.7
29184	13560628	1.6	95.7
29244	13560628	1.6	95.7
29305	13560628	1.6	95.7
29365	13560628	1.6	95.8
29425	13560628	1.6	95.8
29486	13560628	1.6	95.8
29546	13560628	1.6	95.8
29606	13561496	1.6	95.8
29666	13561496	1.6	95.8
29726	13561496	1.6	95.7
29787	13561496	1.6	95.7
29847	13561496	1.6	95.7
29907	13561496	1.6	95.7
29967	13561496	1.6	95.7
30027	13561496	1.6	95.7
30087	13561496	1.6	95.7
30147	13561496	1.6	95.7
30207	13561496	1.6	95.7
30267	13561496	1.6	95.7
30327	13561496	1.6	95.7
30387	13561496	1.6	95.7
30447	13561496	1.6	95.7
30507	13561496	1.6	95.7
30568	13561496	1.6	95.8
30628	13561496	1.6	95.8
30688	13561496	1.6	95.8
30748	13561496	1.6	95.8
30808	13561496	1.6	95.8
30868	13561496	1.6	95.8
30928	13561496	1.6	95.8
30988	13561496	1.6	95.8
31048	13561496	1.6	95.8
31108	13561496	1.6	95.8
31168	13561496	1.6	95.8
31228	13561496	1.6	95.8
31288	13561496	1.6	95.8
31348	13561496	1.6	95.8
31409	13561496	1.6	95.9
31469	13561496	1.6	95.9
31529	13561496	1.6	95.9
31589	13561496	1.6	95.9
31649	13561496	1.6	95.9
31709	13561496	1.6	95.9
31769	13561496	1.6	95.9
31829	13561496	1.6	95.9
31889	13561496	1.6	95.9
31949	13561496	1.6	95.9
32009	13561496	1.6	95.9
32069	13561496	1.6	95.9
32129	13561496	1.6	95.9
32189	13561496	1.6	95.9
32249	13561496	1.6	96
32310	13561496	1.6	96
32370	13561496	1.6	96
32430	13561496	1.6	96
32490	13561496	1.6	96
32550	13561496	1.6	96
32610	13561496	1.6	96
32670	13561496	1.6	96
32731	13561496	1.6	96
32791	13561496	1.6	96
32851	13561496	1.6	96
32911	13561496	1.6	96
32971	13561496	1.6	96
33031	13561496	1.6	95.9
33092	13561496	1.6	95.9
33152	13561496	1.6	95.9
33212	13561496	1.6	95.9
33272	13561496	1.6	95.9
33332	13561496	1.6	95.9
33393	13561496	1.6	95.9
33453	13561496	1.6	95.9
33513	13561496	1.6	95.9
33574	13561496	1.6	95.9
33634	13561496	1.6	95.9
33694	13561496	1.6	95.9
33755	13561496	1.6	95.9
33815	13561496	1.6	95.9
33876	13561496	1.6	95.9
33936	13561496	1.6	95.9
33996	13561496	1.6	95.9
34057	13561496	1.6	95.9
34117	13561496	1.6	96
34177	13561496	1.6	96
34238	13561496	1.6	96
34298	13561496	1.6	96
34359	13561496	1.6	96
34419	13561496	1.6	96
34480	13561496	1.6	96
34540	13561496	1.6	96
34601	13561496	1.6	96
34661	13561496	1.6	96
34721	13561496	1.6	96
34781	13561496	1.6	96
34842	13561496	1.6	96
34902	13561496	1.6	96
34963	13561496	1.6	96
35023	13561496	1.6	96
35083	13561496	1.6	96
35143	13561816	1.6	96
35204	13565736	1.6	96
35264	13565736	1.6	95.9
35324	13565736	1.6	95.9
35384	13565736	1.6	95.9
35444	13565736	1.6	95.9
35504	13565736	1.6	95.9
35564	13565736	1.6	95.9
35625	13565736	1.6	95.9
35685	13565736	1.6	95.9
35745	13565736	1.6	95.9
35805	13565736	1.6	95.9
35865	13565736	1.6	95.9
35925	13565736	1.6	95.9
35985	13565736	1.6	95.9
36045	13565736	1.6	95.9
36105	13565736	1.6	95.9
36165	13565736	1.6	95.9
36225	13565736	1.6	95.9
36285	13565736	1.6	95.9
36345	13565736	1.6	96
36405	13565736	1.6	96
36466	13565736	1.6	96
36526	13565736	1.6	96
36586	13565736	1.6	96
36646	13565736	1.6	96
36706	13565736	1.6	96
36766	13565736	1.6	96
36826	13565736	1.6	96
36886	13565736	1.6	96
36946	13565736	1.6	96
37006	13565736	1.6	96
37066	13565736	1.6	96
37126	13565736	1.6	96
37186	13565736	1.6	96
37247	13565736	1.6	96
37307	13565736	1.6	96
37367	13565736	1.6	96.1
37427	13565736	1.6	96.1
37487	13565736	1.6	96.1
37547	13565736	1.6	96.1
37607	13565736	1.6	96.1
37667	13565736	1.6	96.1
37727	13565736	1.6	96.1
37787	13565736	1.6	96.1
37847	13565736	1.6	96.1
37907	13565736	1.6	96.1
37967	13565736	1.6	96.1
38027	13565736	1.6	96.1
38088	13565736	1.6	96.1
38148	13565736	1.6	96.1
38208	13565736	1.6	96.1
38268	13565736	1.6	96.1
38329	13565736	1.6	96.1
38389	13565736	1.6	96.1
38449	13565736	1.6	96.1
38509	13565736	1.6	96.1
38570	13565736	1.6	96.1
38630	13565736	1.6	96.1
38690	13565736	1.6	96.1
38750	13565736	1.6	96.1
38810	13565736	1.6	96
38870	13565736	1.6	96
38930	13565736	1.6	96
38990	13565736	1.6	96
39051	13565736	1.6	96
39111	13565736	1.6	96
39171	13565736	1.6	96
39232	13565736	1.6	96
39292	13565736	1.6	96
39352	13565736	1.6	96
39413	13565736	1.6	96
39473	13565736	1.6	96
39534	13565736	1.6	96
39594	13565736	1.6	96
39654	13565736	1.6	96
39715	13565736	1.6	96
39775	13565736	1.6	96
39835	13565736	1.6	96
39896	13565736	1.6	96
39956	13565736	1.6	96.1
40017	13565736	1.6	96.1
40077	13565736	1.6	96.1
40137	13565736	1.6	96.1
40198	13568688	1.6	96
40258	13569724	1.6	96
40319	13569728	1.6	96.1
40379	13569732	1.6	96.1
40440	13569824	1.6	96.1
40500	13569840	1.6	96.1
40560	13569840	1.6	96.1
40621	13569840	1.6	96.1
40681	13569840	1.6	96.1
40741	13570192	1.6	96.1
40801	13605172	1.7	96.1
40862	13605828	1.7	96.1
40922	13605828	1.7	96
40982	13605828	1.7	96
41042	13605828	1.7	96
41102	13605828	1.7	96
41162	13605828	1.7	96
41222	13605828	1.7	96
41283	13605828	1.7	96
41343	13605828	1.7	96
41403	13605828	1.7	96
41463	13605828	1.7	96
41523	13605828	1.7	96
41583	13605828	1.7	96
41643	13605828	1.7	96
41703	13605828	1.7	96
41763	13605828	1.7	96
41823	13605828	1.7	96
41883	13605828	1.7	96.1
41943	13605828	1.7	96.1
42004	13605828	1.7	96.1
42064	13605828	1.7	96.1
42124	13605828	1.7	96.1
42184	13605828	1.7	96.1
42244	13605828	1.7	96.1
42304	13605828	1.7	96.1
42364	13605828	1.7	96.1
42424	13605828	1.7	96.1
42484	13605828	1.7	96.1
42544	13605828	1.7	96.1
42604	13605828	1.7	96.1
42664	13605828	1.7	96.1
42724	13605828	1.7	96.1
42784	13605828	1.7	96.1
42845	13605828	1.7	96.1
42905	13605828	1.7	96.1
42965	13605828	1.7	96.1
