time  (s)	size (kb)	%mem	%cpu
7949	13717032	1.7	89.3
8009	13717032	1.7	89.3
8069	13717032	1.7	89.4
8130	13717032	1.7	89.4
8190	13717032	1.7	89.5
8251	13717032	1.7	89.6
8311	13717032	1.7	89.6
8372	13717032	1.7	89.7
8432	13717032	1.7	89.8
8493	13717032	1.7	89.9
8553	13717032	1.7	89.9
8613	13717032	1.7	89.9
8673	13724472	1.7	89.9
8734	13724472	1.7	90
8794	13724472	1.7	90.1
8854	13724472	1.7	90.1
8915	13724472	1.7	90.2
8975	13724472	1.7	90.2
9035	13724472	1.7	90.3
9096	13724472	1.7	90.3
9156	13724472	1.7	90.3
9217	13724472	1.7	90.4
9277	13728864	1.7	90.4
9338	13728864	1.7	90.4
9398	13729236	1.7	90.4
9458	13729236	1.7	90.3
9518	13729236	1.7	90.3
9578	13729236	1.7	90.4
9638	13729236	1.7	90.5
9698	13729236	1.7	90.5
9759	13729236	1.7	90.6
9819	13729236	1.7	90.6
9879	13729236	1.7	90.7
9939	13729236	1.7	90.7
10000	13729236	1.7	90.7
10060	13729236	1.7	90.7
10120	13729236	1.7	90.7
10180	13729236	1.7	90.7
10240	13729236	1.7	90.7
10300	13729236	1.7	90.8
10361	13729236	1.7	90.8
10422	13729236	1.7	90.9
10482	13729236	1.7	90.9
10542	13729236	1.7	91
10603	13729236	1.7	91
10663	13729236	1.7	91
10723	13729236	1.7	91
10783	13729236	1.7	91
10843	13729236	1.7	91
10903	13729236	1.7	91.1
10963	13729236	1.7	91.1
11024	13729236	1.7	91.2
11084	13729236	1.7	91.2
11144	13729236	1.7	91.2
11204	13729236	1.7	91.3
11264	13729236	1.7	91.3
11325	13729236	1.7	91.3
11385	13729236	1.7	91.3
11445	13729236	1.7	91.3
11505	13729236	1.7	91.4
11565	13729236	1.7	91.3
11626	13729236	1.7	91.4
11686	13729236	1.7	91.4
11746	13729236	1.7	91.4
11806	13729236	1.7	91.5
11866	13729236	1.7	91.5
11927	13729236	1.7	91.5
11987	13729236	1.7	91.6
12047	13729236	1.7	91.6
12107	13729236	1.7	91.6
12168	13729236	1.7	91.6
12228	13729360	1.7	91.7
12288	13729360	1.7	91.7
12348	13729360	1.7	91.6
12408	13729360	1.7	91.5
12468	13729360	1.7	91.5
12529	13729360	1.7	91.6
12589	13729360	1.7	91.6
12649	13729360	1.7	91.6
12709	13729360	1.7	91.7
12770	13729360	1.7	91.7
12830	13729360	1.7	91.7
12890	13729360	1.7	91.8
12950	13729360	1.7	91.8
13010	13729360	1.7	91.8
13071	13729360	1.7	91.8
13131	13729360	1.7	91.8
13191	13729360	1.7	91.8
13252	13729360	1.7	91.9
13312	13729360	1.7	91.9
13372	13729360	1.7	91.9
13433	13729360	1.7	92
13493	13729360	1.7	92
13553	13733080	1.7	92
13614	13733080	1.7	92.1
13674	13733080	1.7	92.1
13734	13733080	1.7	92.1
13795	13733080	1.7	92.2
13855	13733080	1.7	92.2
13916	13733080	1.7	92.2
13977	13733080	1.7	92.2
14037	13733080	1.7	92.3
14098	13733080	1.7	92.3
14158	13733080	1.7	92.3
14218	13733080	1.7	92.4
14279	13734320	1.7	92.4
14339	13734320	1.7	92.4
14400	13734320	1.7	92.4
14461	13734320	1.7	92.5
14521	13734320	1.7	92.5
14582	13734320	1.7	92.5
14642	13734320	1.7	92.5
14702	13734320	1.7	92.6
14763	13734320	1.7	92.6
14823	13735112	1.7	92.6
14884	13735112	1.7	92.6
14944	13735112	1.7	92.5
15004	13735112	1.7	92.5
15064	13735112	1.7	92.6
15124	13735112	1.7	92.6
15184	13735112	1.7	92.6
15245	13735112	1.7	92.6
15305	13735112	1.7	92.7
15365	13735112	1.7	92.7
15426	13735112	1.7	92.7
15486	13735112	1.7	92.7
15547	13735112	1.7	92.7
15607	13735112	1.7	92.6
15667	13735112	1.7	92.6
15728	13735112	1.7	92.7
15788	13735112	1.7	92.7
15848	13735112	1.7	92.7
15909	13735112	1.7	92.7
15969	13735112	1.7	92.8
16030	13735112	1.7	92.8
16090	13735112	1.7	92.8
16150	13735112	1.7	92.8
16210	13735112	1.7	92.9
16271	13735112	1.7	92.9
16331	13735112	1.7	92.9
16392	13735112	1.7	92.9
16452	13735112	1.7	92.9
16512	13735112	1.7	93
16572	13735112	1.7	93
16633	13735112	1.7	93
16693	13735112	1.7	93
16753	13735112	1.7	93
16814	13735112	1.7	93
16874	13735112	1.7	93.1
16935	13735112	1.7	93.1
16995	13735112	1.7	93.1
17056	13735112	1.7	93.1
17116	13735112	1.7	93.1
17177	13735112	1.7	93.2
17237	13735112	1.7	93.2
17297	13735112	1.7	93.2
17358	13735112	1.7	93.2
17418	13735184	1.7	93.2
17478	13735184	1.7	93.2
17538	13735184	1.7	93.2
17598	13735184	1.7	93.2
17658	13735184	1.7	93.1
17718	13735184	1.7	93.2
17778	13735184	1.7	93.2
17838	13735184	1.7	93.2
17899	13735184	1.7	93.2
17959	13735184	1.7	93.3
18020	13736168	1.7	93.3
18080	13736168	1.7	93.3
18140	13736168	1.7	93.3
18200	13736168	1.7	93.3
18261	13736168	1.7	93.3
18321	13736168	1.7	93.3
18381	13736168	1.7	93.3
18442	13736168	1.7	93.3
18502	13736168	1.7	93.4
18562	13736168	1.7	93.4
18622	13736168	1.7	93.4
18683	13738100	1.7	93.4
18743	13738100	1.7	93.4
18803	13738100	1.7	93.4
18864	13738100	1.7	93.5
18924	13738100	1.7	93.5
18985	13738100	1.7	93.5
19046	13738100	1.7	93.5
19106	13738100	1.7	93.5
19167	13738100	1.7	93.6
19227	13738100	1.7	93.6
19288	13738100	1.7	93.6
19348	13738100	1.7	93.6
19409	13738100	1.7	93.6
19470	13738100	1.7	93.6
19530	13738100	1.7	93.6
19591	13738100	1.7	93.7
19651	13738100	1.7	93.7
19712	13738100	1.7	93.7
19772	13738100	1.7	93.7
19833	13738100	1.7	93.7
19893	13738652	1.7	93.8
19953	13738652	1.7	93.8
20014	13738652	1.7	93.7
20074	13738652	1.7	93.7
20134	13738652	1.7	93.7
20194	13738652	1.7	93.7
20254	13738652	1.7	93.7
20314	13738652	1.7	93.8
20374	13738652	1.7	93.8
20435	13738652	1.7	93.8
20495	13738652	1.7	93.8
20556	13738652	1.7	93.8
20616	13738652	1.7	93.8
20676	13738652	1.7	93.8
20736	13738652	1.7	93.8
20797	13738652	1.7	93.8
20858	13738652	1.7	93.9
20918	13738652	1.7	93.9
20979	13738652	1.7	93.9
21039	13738652	1.7	93.9
21100	13738652	1.7	93.9
21160	13738652	1.7	93.9
21221	13738652	1.7	93.9
21281	13738652	1.7	94
21342	13738652	1.7	94
21402	13738652	1.7	94
21463	13738652	1.7	94
21523	13738652	1.7	94
21583	13738652	1.7	94
21643	13738652	1.7	94
21704	13738652	1.7	94
21764	13738652	1.7	94.1
21824	13738652	1.7	94.1
21885	13738652	1.7	94.1
21945	13738652	1.7	94.1
22006	13738652	1.7	94.1
22066	13738652	1.7	94.1
22126	13738652	1.7	94.1
22187	13738652	1.7	94.1
22247	13738652	1.7	94.2
22308	13738652	1.7	94.2
22368	13738652	1.7	94.2
22428	13739276	1.7	94.2
22488	13739276	1.7	94.2
22548	13739276	1.7	94.1
22608	13739276	1.7	94.1
22668	13739276	1.7	94.1
22728	13739276	1.7	94.1
22789	13739276	1.7	94.1
22849	13739276	1.7	94.2
22909	13739276	1.7	94.2
22970	13739276	1.7	94.2
23030	13739276	1.7	94.2
23090	13739276	1.7	94.2
23150	13739276	1.7	94.2
23211	13739276	1.7	94.2
23271	13750236	1.7	94.2
23332	13750236	1.7	94.2
23392	13750236	1.7	94.2
23453	13750236	1.7	94.2
23513	13750236	1.7	94.3
23574	13750236	1.7	94.3
23634	13750236	1.7	94.3
23695	13750236	1.7	94.3
23755	13750236	1.7	94.3
23815	13750236	1.7	94.3
23875	13750236	1.7	94.3
23936	13750236	1.7	94.3
23996	13750236	1.7	94.4
24057	13750236	1.7	94.4
24117	13750236	1.7	94.4
24177	13750236	1.7	94.4
24238	13750236	1.7	94.4
24298	13750236	1.7	94.4
24358	13750236	1.7	94.4
24419	13762404	1.7	94.4
24479	13762404	1.7	94.4
24539	13762404	1.7	94.4
24600	13762404	1.7	94.4
24661	13762404	1.7	94.4
24721	13762404	1.7	94.4
24781	13762404	1.7	94.5
24842	13762404	1.7	94.5
24902	13762404	1.7	94.5
24962	13762404	1.7	94.5
25022	13762404	1.7	94.5
25083	13762404	1.7	94.5
25143	13765264	1.7	94.5
25203	13784732	1.7	94.5
25263	13784732	1.7	94.5
25323	13784732	1.7	94.5
25384	13784732	1.7	94.5
25444	13785220	1.7	94.5
25504	13785220	1.7	94.5
25564	13786680	1.7	94.5
25624	13786680	1.7	94.5
25685	13786680	1.7	94.5
25745	13786680	1.7	94.6
25806	13786680	1.7	94.6
25866	13786680	1.7	94.6
25927	13786680	1.7	94.6
25987	13786680	1.7	94.6
26047	13786680	1.7	94.6
26107	13792168	1.7	94.6
26167	13792168	1.7	94.6
26228	13792168	1.7	94.6
26289	13792168	1.7	94.6
26350	13792168	1.7	94.6
26410	13792168	1.7	94.6
26471	13792168	1.7	94.7
26531	13792168	1.7	94.7
26592	13792168	1.7	94.7
26653	13792168	1.7	94.7
26713	13792168	1.7	94.7
26774	13792168	1.7	94.7
26834	13792168	1.7	94.7
26895	13792168	1.7	94.7
26955	13792168	1.7	94.7
27016	13792168	1.7	94.8
27077	13792168	1.7	94.8
27137	13792168	1.7	94.8
27198	13792168	1.7	94.8
27259	13792168	1.7	94.8
27319	13792168	1.7	94.8
27380	13792168	1.7	94.8
27440	13792168	1.7	94.8
27500	13792168	1.7	94.8
27561	13792168	1.7	94.8
27622	13792168	1.7	94.8
27682	13792168	1.7	94.9
27743	13792168	1.7	94.9
27804	13792168	1.7	94.9
27864	13792168	1.7	94.9
27925	13792168	1.7	94.9
27985	13792168	1.7	94.9
28046	13792168	1.7	94.9
28106	13792616	1.7	94.9
28166	13792616	1.7	94.9
28226	13792616	1.7	94.9
28286	13792616	1.7	94.9
28347	13792616	1.7	94.9
28407	13792616	1.7	94.9
28467	13792616	1.7	94.9
28527	13792616	1.7	94.9
28588	13792616	1.7	94.9
28648	13792616	1.7	94.9
28709	13792616	1.7	94.9
28769	13792616	1.7	95
