time  (s)	size (kb)	%mem	%cpu
60	11771120	1	40.1
120	11782728	1.1	51.1
180	11882856	1.2	57.9
240	11884800	1.3	62.4
300	11986244	1.4	66.5
360	12029896	1.4	69.8
420	12154848	1.5	72.1
480	12154848	1.5	72.6
541	12154848	1.5	72.8
601	12155344	1.5	71.9
661	12163552	1.5	68.1
721	12163552	1.5	65.4
781	12163552	1.5	63
841	12163552	1.5	61.5
901	12163552	1.5	60
961	12163552	1.5	59.1
1021	12163552	1.5	58.1
1081	12163552	1.5	57.1
1141	12163552	1.5	56.1
1201	12163552	1.5	55.8
1262	12163552	1.5	55.1
1322	12163552	1.5	55.1
1382	12163552	1.5	55.1
1442	12163552	1.5	55.9
1502	12163552	1.5	56.6
1562	12163552	1.5	57.5
1622	12164240	1.5	57.9
1682	12164240	1.5	58.2
1743	12164240	1.5	58.4
1803	12164240	1.5	57.6
1863	12164240	1.5	57.6
1923	12164240	1.5	57.9
1983	12164240	1.5	58.2
2043	12164240	1.5	58.3
2103	12164996	1.5	57.9
2163	12165196	1.5	57.9
2224	12165196	1.5	58.1
2284	12165196	1.5	57.8
2344	12165196	1.5	57.5
2404	12164120	1.5	56.9
2464	12164120	1.5	56.8
2524	12164120	1.5	56.6
2584	12164120	1.5	56.5
2644	12164120	1.5	56.3
2704	12164120	1.5	56.4
2764	12164120	1.5	56.4
2824	12164120	1.5	56.5
2885	12164120	1.5	56.6
2945	12236684	1.5	56.4
3005	12237668	1.5	55.8
3065	12237668	1.5	55.2
3125	12237668	1.5	54.6
3185	12286656	1.5	55
3245	12447560	1.5	55.6
3305	12447560	1.5	55.9
3365	12447560	1.5	56.3
3425	12447560	1.5	56.7
3486	12447560	1.5	57.1
3546	12447560	1.5	57.6
3606	12447560	1.5	58
3666	12447560	1.5	58.3
3726	12447560	1.5	58.6
3786	12447560	1.5	59.1
3846	12447560	1.5	59.5
3906	12447560	1.5	59.9
3967	12447560	1.5	60.3
4027	12447560	1.5	60.7
4087	12447560	1.5	61.1
4147	12447560	1.5	61.4
4207	12448992	1.5	61.8
4267	12460188	1.5	61.7
4327	12463352	1.5	61.3
4387	12467732	1.5	61.2
4448	13058948	1.6	61.5
4508	13059436	1.6	61.5
4568	13059436	1.6	61.5
4628	13119412	1.6	61.6
4688	13191172	1.6	62
4748	13204304	1.6	62.2
4808	13204304	1.6	62.6
4868	13204304	1.6	63
4928	13204304	1.6	63.4
4988	13204304	1.6	63.8
5048	13204304	1.6	64.2
5109	13204304	1.6	64.6
5169	13204304	1.6	64.9
5229	13204304	1.6	65.2
5289	13204304	1.6	65.5
5349	13204304	1.6	65.8
5409	13204304	1.6	66.1
5470	13204304	1.6	66.3
5530	13314936	1.6	66.6
5590	13314936	1.6	66.9
5650	13314936	1.6	67.2
5710	13314936	1.6	67.4
5770	13314936	1.6	67.5
5831	13314936	1.6	67.7
5891	13314936	1.6	67.8
5951	13314936	1.6	67.9
6011	13314936	1.6	68
6071	13314936	1.6	68
6131	13314936	1.6	68.1
6191	13314936	1.6	68.1
6251	13314936	1.6	68.1
6312	13314936	1.6	68.2
6372	13314936	1.6	67.9
6432	13314936	1.6	67.7
6492	13314936	1.6	67.6
6552	13314936	1.6	67.6
6612	13314936	1.6	67.7
6673	13314936	1.6	67.9
6733	13314936	1.6	68
6793	13314936	1.6	68.2
6853	13314936	1.6	68.3
6913	13314936	1.6	68.2
6974	13314936	1.6	68
7034	13314936	1.6	68.1
7094	13314976	1.6	68.2
7154	13314976	1.6	68.4
7215	13314976	1.6	68.5
7275	13314976	1.6	68.7
7335	13314976	1.6	68.8
7395	13314976	1.6	69
7455	13314976	1.6	69.2
7515	13314976	1.6	69.3
7575	13314976	1.6	69.5
7636	13314976	1.6	69.6
7696	13314976	1.6	69.8
7756	13314976	1.6	69.7
7816	13314976	1.6	69.4
7876	13317792	1.6	69.6
7936	13317792	1.6	69.5
7996	13318576	1.6	69.5
8056	13321252	1.6	69.7
8117	13323852	1.6	69.8
8177	13324584	1.6	70
8237	13325072	1.6	70.2
8297	13325072	1.6	70.3
8357	13328464	1.6	70.5
8417	13328464	1.6	70.7
8477	13328612	1.6	70.9
8537	13328612	1.6	71
8598	13328612	1.6	71.2
8658	13328612	1.6	71.3
8718	13328612	1.6	71.4
