time  (s)	size (kb)	%mem	%cpu
4518	13479876	1.6	93.4
4578	13479876	1.6	93.4
4639	13479876	1.6	93.4
4699	13479876	1.6	93.4
4759	13479876	1.6	93.5
4819	13479876	1.6	93.5
4879	13479876	1.6	93.5
4939	13479876	1.6	93.5
4999	13479876	1.6	93.5
5060	13479876	1.6	93.6
5120	13479876	1.6	93.6
5180	13479876	1.6	93.6
5240	13479876	1.6	93.6
5300	13479876	1.6	93.6
5360	13479876	1.6	93.7
5420	13479876	1.6	93.7
5480	13488556	1.6	93.7
5541	13488556	1.6	93.7
5601	13488556	1.6	93.8
5661	13488556	1.6	93.8
5721	13488556	1.6	93.9
5781	13488556	1.6	93.9
5841	13488556	1.6	93.9
5902	13488556	1.6	94
5962	13488556	1.6	94
6022	13488556	1.6	94
6082	13488556	1.6	94
6142	13488556	1.6	94.1
6202	13488556	1.6	94.1
6262	13488556	1.6	94.2
6323	13491860	1.6	94.2
6383	13498916	1.6	94.2
6443	13498916	1.6	94.1
6503	13498916	1.6	94
6563	13498916	1.6	94
6623	13498916	1.6	94.1
6683	13498916	1.6	94.1
6744	13498916	1.6	94.2
6804	13498916	1.6	94.2
6865	13499040	1.6	94.2
6925	13499040	1.6	94.2
6985	13499040	1.6	94.2
7045	13499040	1.6	94.3
7105	13499040	1.6	94.3
7165	13517628	1.6	94.3
7225	13517628	1.6	94.3
7285	13517628	1.6	94.3
7346	13517628	1.6	94.3
7406	13517628	1.6	94.3
7466	13517628	1.6	94.3
7526	13517628	1.6	94.3
7586	13517628	1.6	94.3
7647	13517628	1.6	94.3
7707	13517628	1.6	94.4
7768	13517628	1.6	94.4
7828	13517628	1.6	94.5
7889	13517628	1.6	94.5
7949	13517628	1.6	94.5
8009	13517628	1.6	94.6
8069	13517628	1.6	94.6
8130	13517628	1.6	94.6
8190	13517628	1.6	94.7
8250	13517628	1.6	94.7
8311	13517628	1.6	94.7
8371	13517628	1.6	94.8
8432	13517628	1.6	94.8
8492	13517628	1.6	94.8
8553	13517628	1.6	94.9
8613	13517628	1.6	94.9
8673	13517628	1.6	94.9
8733	13517628	1.6	94.9
8794	13517628	1.6	95
8854	13517628	1.6	95
8914	13517628	1.6	95
8975	13517628	1.6	95
9035	13517628	1.6	95.1
9096	13517628	1.6	95.1
9156	13517628	1.6	95.1
9216	13517628	1.6	95.2
9276	13520256	1.6	95.2
9336	13524000	1.6	95.2
9397	13524000	1.6	95.2
9457	13524984	1.6	95.2
9517	13524984	1.6	95.2
9577	13524984	1.6	95.2
9638	13524984	1.6	95.2
9698	13524984	1.6	95.3
9758	13524984	1.6	95.3
9819	13524984	1.6	95.3
9879	13524984	1.6	95.3
9939	13524984	1.6	95.3
9999	13524984	1.6	95.3
10059	13524984	1.6	95.3
10119	13524984	1.6	95.4
10180	13524984	1.6	95.4
10240	13524984	1.6	95.4
10300	13524984	1.6	95.4
10361	13524984	1.6	95.4
10421	13524984	1.6	95.4
10482	13524984	1.6	95.5
10542	13524984	1.6	95.5
10602	13524984	1.6	95.5
10662	13524984	1.6	95.5
10723	13524984	1.6	95.5
10783	13524984	1.6	95.5
10843	13524984	1.6	95.5
10904	13524984	1.6	95.6
10964	13524984	1.6	95.6
11024	13524984	1.6	95.6
11084	13524984	1.6	95.6
11145	13524984	1.6	95.6
11205	13524984	1.6	95.6
11265	13524984	1.6	95.7
11325	13524984	1.6	95.7
11386	13524984	1.6	95.7
11446	13524984	1.6	95.7
11507	13524984	1.6	95.7
11567	13524984	1.6	95.7
11628	13524984	1.6	95.7
11688	13524984	1.6	95.7
11748	13524984	1.6	95.8
11808	13524984	1.6	95.8
11869	13524984	1.6	95.8
11929	13524984	1.6	95.8
11989	13524984	1.6	95.8
12049	13524984	1.6	95.8
12110	13525208	1.6	95.8
12170	13529912	1.6	95.8
12230	13529912	1.6	95.8
12290	13533848	1.6	95.8
12350	13533848	1.6	95.8
12410	13533848	1.6	95.8
12471	13533848	1.6	95.8
12531	13533848	1.6	95.8
12591	13533848	1.6	95.8
12651	13533848	1.6	95.8
12712	13533848	1.6	95.8
12772	13533848	1.6	95.8
12832	13533848	1.6	95.9
12893	13533848	1.6	95.9
12953	13533848	1.6	95.9
13013	13533848	1.6	95.9
13073	13533848	1.6	95.9
13134	13533848	1.6	95.9
13194	13533848	1.6	95.9
13255	13533848	1.6	95.9
13315	13533848	1.6	95.9
13375	13533848	1.6	95.9
13436	13533848	1.6	95.9
13496	13533848	1.6	96
13556	13533848	1.6	96
13617	13533848	1.6	96
13677	13533848	1.6	96
13737	13533848	1.6	96
13798	13533848	1.6	96
13858	13533848	1.6	96
13918	13533848	1.6	96
13979	13533848	1.6	96.1
14039	13533848	1.6	96.1
14099	13533848	1.6	96.1
14160	13533848	1.6	96.1
14220	13533848	1.6	96.1
14280	13533848	1.6	96.1
14340	13533848	1.6	96.1
14401	13542908	1.7	96.1
14461	13542908	1.7	96.1
14521	13542908	1.7	96.2
14582	13542908	1.7	96.2
14642	13542908	1.7	96.2
14702	13542908	1.7	96.2
14763	13542908	1.7	96.2
14823	13543248	1.7	96.2
14883	13546384	1.7	96.2
14943	13546384	1.7	96.2
15004	13546384	1.7	96.2
15064	13546384	1.7	96.2
15124	13546384	1.7	96.2
15184	13546384	1.7	96.3
15245	13546384	1.7	96.3
15305	13546384	1.7	96.3
15365	13546384	1.7	96.3
15426	13546384	1.7	96.3
15486	13546384	1.7	96.3
15546	13546384	1.7	96.3
15606	13546384	1.7	96.3
15667	13546384	1.7	96.3
15727	13546384	1.7	96.3
15787	13546384	1.7	96.3
15848	13546384	1.7	96.3
15908	13546384	1.7	96.3
15968	13546384	1.7	96.3
16029	13546384	1.7	96.4
16089	13546384	1.7	96.4
16149	13546384	1.7	96.4
16210	13546384	1.7	96.4
16270	13546384	1.7	96.4
16330	13546384	1.7	96.4
16391	13546384	1.7	96.4
16451	13546384	1.7	96.4
16512	13546384	1.7	96.5
16572	13546384	1.7	96.5
16632	13546384	1.7	96.5
16693	13546384	1.7	96.5
16753	13546384	1.7	96.5
16813	13546384	1.7	96.5
16873	13546384	1.7	96.5
16934	13546384	1.7	96.5
16994	13546384	1.7	96.5
17054	13546384	1.7	96.5
17115	13546384	1.7	96.5
17175	13546384	1.7	96.6
17235	13546384	1.7	96.6
17296	13546384	1.7	96.6
17356	13546576	1.7	96.6
17416	13546576	1.7	96.6
17476	13546576	1.7	96.6
17536	13546576	1.7	96.6
17597	13546576	1.7	96.6
17657	13546576	1.7	96.6
17717	13546576	1.7	96.6
17778	13546576	1.7	96.6
17838	13546576	1.7	96.6
17898	13546576	1.7	96.6
17958	13546576	1.7	96.6
18018	13546576	1.7	96.6
18079	13546576	1.7	96.6
18139	13546576	1.7	96.6
18199	13546576	1.7	96.6
18259	13546576	1.7	96.7
18320	13546576	1.7	96.7
18380	13546576	1.7	96.7
18440	13546576	1.7	96.7
18501	13546576	1.7	96.7
18561	13546576	1.7	96.7
18622	13546576	1.7	96.7
18682	13546576	1.7	96.7
18742	13546576	1.7	96.7
18803	13546576	1.7	96.7
18863	13546576	1.7	96.7
18923	13546576	1.7	96.8
18984	13546576	1.7	96.8
19044	13546576	1.7	96.8
19104	13546576	1.7	96.8
19165	13546576	1.7	96.8
19225	13546576	1.7	96.8
19285	13546576	1.7	96.8
19345	13546576	1.7	96.8
19406	13555256	1.7	96.8
19466	13555256	1.7	96.8
19527	13555256	1.7	96.8
19587	13555256	1.7	96.8
19647	13555256	1.7	96.8
19708	13555256	1.7	96.8
19768	13555256	1.7	96.8
19828	13555256	1.7	96.9
19888	13555256	1.7	96.9
19948	13555256	1.7	96.9
20009	13556384	1.7	96.9
20069	13559676	1.7	96.9
20129	13562596	1.7	96.9
20189	13563744	1.7	96.9
20249	13568724	1.7	96.9
20310	13568724	1.7	96.9
20370	13569488	1.7	96.9
20430	13569488	1.7	96.9
20490	13571404	1.7	96.9
20550	13572168	1.7	96.9
20611	13579184	1.7	96.9
20671	13579184	1.7	96.9
20731	13579184	1.7	96.9
20791	13579184	1.7	96.9
20852	13579184	1.7	96.9
20912	13579184	1.7	96.9
20973	13579184	1.7	96.9
21033	13579184	1.7	97
21094	13579184	1.7	97
21154	13579184	1.7	97
21214	13579184	1.7	97
21275	13579184	1.7	97
21335	13579184	1.7	97
21396	13579184	1.7	97
21456	13579184	1.7	97
21517	13579184	1.7	97
21577	13579184	1.7	97
21637	13579184	1.7	97
21698	13579184	1.7	97
21758	13579184	1.7	97
21818	13579184	1.7	97
21879	13579184	1.7	97
21939	13579184	1.7	97.1
22000	13579184	1.7	97.1
22060	13579184	1.7	97.1
22121	13579184	1.7	97.1
22181	13579184	1.7	97.1
22241	13579184	1.7	97.1
22302	13579184	1.7	97.1
22362	13579312	1.7	97.1
22422	13579312	1.7	97.1
22483	13591856	1.7	97.1
22543	13591856	1.7	97.1
22603	13591856	1.7	97.1
22663	13591856	1.7	97.1
22723	13591856	1.7	97.1
22784	13591856	1.7	97.1
22844	13591856	1.7	97.1
22904	13591856	1.7	97.1
22964	13591856	1.7	97.1
23025	13591856	1.7	97.1
23085	13591856	1.7	97.1
23145	13591856	1.7	97.1
23206	13591856	1.7	97.1
23266	13591856	1.7	97.1
23326	13591856	1.7	97.2
23387	13592240	1.7	97.2
23447	13592624	1.7	97.2
23508	13593388	1.7	97.2
23568	13593772	1.7	97.2
23628	13593772	1.7	97.2
23689	13594540	1.7	97.2
23749	13594540	1.7	97.2
23809	13595304	1.7	97.2
23870	13596452	1.7	97.2
23930	13596836	1.7	97.2
23991	13598752	1.7	97.2
24051	13598752	1.7	97.2
24111	13599900	1.7	97.2
24171	13601032	1.7	97.2
24232	13603884	1.7	97.2
24292	13621592	1.7	97.2
24352	13621592	1.7	97.2
24413	13621592	1.7	97.3
24473	13621592	1.7	97.3
24534	13621592	1.7	97.3
24594	13621592	1.7	97.3
24654	13621592	1.7	97.3
24715	13621592	1.7	97.3
24775	13621592	1.7	97.3
24835	13625916	1.7	97.3
24896	13657860	1.7	97.3
24956	13657984	1.7	97.3
25016	13658472	1.7	97.3
25076	13662120	1.7	97.3
25136	13662120	1.7	97.3
25197	13662120	1.7	97.3
25257	13662120	1.7	97.3
25317	13669920	1.7	97.3
25378	13669920	1.7	97.3
25438	13669920	1.7	97.3
25498	13669920	1.7	97.3
25558	13669920	1.7	97.3
25618	13669920	1.7	97.3
25679	13669920	1.7	97.3
25739	13669920	1.7	97.3
25800	13669920	1.7	97.3
25860	13669920	1.7	97.3
25920	13669920	1.7	97.3
25981	13669920	1.7	97.3
26041	13669920	1.7	97.3
26101	13669920	1.7	97.4
26162	13669920	1.7	97.4
26222	13669920	1.7	97.4
26283	13669920	1.7	97.4
26343	13669920	1.7	97.4
26403	13669920	1.7	97.4
26464	13669920	1.7	97.4
26524	13669920	1.7	97.4
26584	13669920	1.7	97.4
26645	13669920	1.7	97.4
26705	13669920	1.7	97.4
26765	13669920	1.7	97.4
26826	13669920	1.7	97.4
26886	13669920	1.7	97.4
26946	13669920	1.7	97.4
27007	13669920	1.7	97.4
27067	13669920	1.7	97.4
27128	13669920	1.7	97.4
27188	13669920	1.7	97.4
27248	13669920	1.7	97.4
27309	13669920	1.7	97.4
27369	13669920	1.7	97.4
27429	13669920	1.7	97.5
27489	13669920	1.7	97.5
27549	13669920	1.7	97.4
27609	13669920	1.7	97.4
27670	13669920	1.7	97.4
27730	13669920	1.7	97.4
27791	13669920	1.7	97.5
